target_month,permno,ticker,company_name,sector,weight,ret_exc_lead1m,pred,raw_me,raw_beta_60m,raw_betabab_1260d
2021-01-31,10104,ORCL,ORACLE CORP,45,0.01,-0.062314999999999995,0.011739460073977656,190449.55946,0.7005355026044503,0.7311521256985656
2021-01-31,10158,AMRC,AMERESCO INC,20,-0.01,0.073652,-0.0019509731207221766,1560.19984,0.6247019553432498,0.9114739173020107
2021-01-31,10421,SKYW,SKYWEST INC,20,0.01,-0.032791999999999995,0.005262831221843513,2022.79611,2.0228977755474795,1.9015477851651355
2021-01-31,10516,ADM,ARCHER DANIELS MIDLAND CO,30,-0.01,-0.007980999999999999,0.0010230954137130815,28047.569489999998,0.8030839518074745,0.7205563783363119
2021-01-31,11636,HRTX,HERON THERAPEUTICS INC,35,-0.01,-0.17982399999999998,-0.005833696172560495,1932.5761499999999,1.4824614138182621,0.7487365575571492
2021-01-31,11896,MXIM,MAXIM INTEGRATED PRODUCTS INC,45,0.01,-0.01065,0.009938180063056518,23761.83465,1.1934328825236864,0.8734768498346459
2021-01-31,12060,GE,GENERAL ELECTRIC CO,20,-0.01,-0.011156999999999999,-0.00010532164153296909,94606.6284,1.070598031014061,1.0022922001789938
2021-01-31,12307,AMRS,AMYRIS INC,15,-0.01,0.522221,-0.006753865481474575,1512.5724249999998,1.1292772156506998,0.8689294334272726
2021-01-31,12366,BAH,BOOZ ALLEN HAMILTON HOLDING CORP,45,0.01,-0.023102,0.01187224259169369,12022.122000000001,0.7592991243147766,0.5415301531030673
2021-01-31,12374,IPHI,INPHI CORP,45,0.01,0.05068,0.010532854380839906,8612.90631,1.0406785166107444,0.7692851349391691
2021-01-31,12413,ZGNX,ZOGENIX INC,35,-0.01,-0.051572,-0.008615520626773909,1114.1626399999998,1.525230345254834,0.48529573104477386
2021-01-31,12448,FRC,FIRST REPUBLIC BANK S F NEW,40,-0.010000000000000002,-0.011907,0.0014523052646370322,25167.34584,1.0294668176987087,0.8633316755002021
2021-01-31,12477,WD,WALKER & DUNLOP INC,40,-0.01,-0.10545800000000001,-0.0005082645827082333,2873.50854,1.3225012401089153,1.231944776936626
2021-01-31,12515,BKU,BANKUNITED INC,40,0.01,0.002053,0.008282264682828581,3213.21986,1.3690323555748967,1.3514478786187385
2021-01-31,13168,TRIP,TRIPADVISOR INC,50,-0.01,0.07604899999999999,-0.0012573643339141415,3509.17418,1.403201742892156,1.0926197559484307
2021-01-31,13447,NOW,SERVICENOW INC,45,0.01,-0.013253999999999998,0.010632225668980623,107388.89299999998,1.0981779849383966,0.7665271882379673
2021-01-31,13687,RH,R H,25,0.006328749839013315,0.062164000000000004,0.006725668126654408,9129.85552,2.512910124033887,1.0890779154390557
2021-01-31,13688,PCG,P G & E CORP,55,-0.003671250160985927,-0.082711,0.0015305581388297125,24727.69236,1.2635775104268134,0.48721329015771164
2021-01-31,13721,ABBV,ABBVIE INC,35,0.01,-0.032492,0.012813646495976303,189170.5391,0.8181620710651855,0.5197186924503189
2021-01-31,13788,ZTS,ZOETIS INC,35,0.01,-0.06658900000000001,0.012547781719910884,78656.85399999999,0.6336007964762271,0.753767711391835
2021-01-31,13856,PEP,PEPSICO INC,30,0.01,-0.079142,0.011948936562680115,204654.00000000003,0.5102211618193199,0.6397549685132041
2021-01-31,13860,SEAS,SEAWORLD ENTERTAINMENT INC,25,-0.01,-0.09564600000000001,-0.005763483871184237,2476.08738,2.257025758252436,1.353135420120093
2021-01-31,13924,EPZM,EPIZYME INC,35,-0.01,0.008241,-0.007916674453484172,1103.66922,1.6889625094428138,0.8776293058249132
2021-01-31,13936,PVH,P V H CORP,25,0.01,-0.091962,0.009217590079363066,6675.579,2.217741543799219,1.6542285989691752
2021-01-31,13947,BLUE,BLUEBIRD BIO INC,35,-0.01,0.029536,-0.00620117496259414,2874.5126400000004,1.8283633207178933,0.7865551399245306
2021-01-31,13983,COTY,COTY INC,30,-0.01,-0.092639,-0.003846359518143003,5376.6390599999995,2.204559040210624,1.3285571276227874
2021-01-31,14008,AMGN,AMGEN INC,35,0.01,0.050015000000000004,0.01166734129873207,132962.73599999998,0.696204529229762,0.60362006469616
2021-01-31,14044,AGIO,AGIOS PHARMACEUTICALS INC,35,-0.01,0.083961,-0.007188711630973115,3002.50902,1.7693863182657281,0.7070999765233422
2021-01-31,14097,FOXF,FOX FACTORY HOLDING CORP,25,0.01,0.13173,0.00899796200142171,4418.8894199999995,1.7390404185740984,1.1077402444133984
2021-01-31,14102,SFM,SPROUTS FARMERS MARKET INC,30,-0.01,0.12682000000000002,0.003039920123263658,2370.8553,0.27225829219618597,0.31801048107542795
2021-01-31,14159,FEYE,FIREEYE INC,45,-0.01,-0.089378,-0.0007887843409593104,5435.011399999999,1.2308787925067757,0.9905661120637461
2021-01-31,14231,VEEV,VEEVA SYSTEMS INC,35,0.01,0.015344,0.011239195735798239,37127.277,0.817982546324916,0.6585415741251102
2021-01-31,14239,COMM,COMMSCOPE HOLDING CO INC,45,0.01,0.09622299999999999,0.008847325749097995,2681.273,1.810006220634521,1.1970415390320521
2021-01-31,14257,MGNX,MACROGENICS INC,35,-0.01,-0.105908,-0.008644394977775137,1285.7606999999998,2.3980114750167933,1.4133911999213222
2021-01-31,14263,VCYT,VERACYTE INC,35,-0.01,0.15851600000000002,-0.003155988536148063,2848.3569399999997,0.7680461779538272,1.0309282544418075
2021-01-31,14316,KPTI,KARYOPHARM THERAPEUTICS INC,35,-0.01,-0.016196000000000002,-0.008306051883642146,1144.32804,0.9049053656001611,1.02389713707256
2021-01-31,14359,XNCR,XENCOR INC,35,-0.01,0.048544000000000004,-0.0005252143217382449,2524.99899,0.9361891335281135,0.7676117040508225
2021-01-31,14414,SC,SANTANDER CONSUMER USA HLDGS INC,40,-0.01,0.003587,-0.0010839901600904083,6739.68342,1.1410729334244054,1.2467483405790454
2021-01-31,14432,ITCI,INTRA CELLULAR THERAPIES INC,35,-0.01,0.010960000000000001,-0.0039633835555534505,2558.7234,1.4376033889258455,0.6259678979471113
2021-01-31,14467,RVNC,REVANCE THERAPEUTICS INC,35,-0.01,-0.10237500000000001,-0.00706495811448232,1960.53286,1.4131918235801548,0.9370153462690713
2021-01-31,14608,SABR,SABRE CORP,45,-0.01,-0.10320700000000001,-0.010904785203946226,3813.90994,2.084864317147646,2.1322325231105066
2021-01-31,14641,ZEN,ZENDESK INC,45,0.01,0.00778,0.010044647462607989,16698.812240000003,1.318486272369096,0.8495732906965444
2021-01-31,14716,CCS,CENTURY COMMUNITIES INC,25,-0.008080176853740096,0.07213299999999999,-0.0028295362627503923,1460.10678,1.8787578736972088,1.5230329191634187
2021-01-31,14790,ADVM,ADVERUM BIOTECHNOLOGIES INC,35,-0.01,0.137408,-0.007493276237242464,1057.43116,1.6890989936879874,0.9513678603232613
2021-01-31,14823,OCUL,OCULAR THERAPEUTIX INC,35,-0.01,-0.12323400000000001,-0.005521347106476598,1573.1379,2.36349184382608,0.9415391569338578
2021-01-31,14828,SAGE,SAGE THERAPEUTICS INC,35,-0.01,-0.06778400000000001,-0.005309912640733366,5042.32186,2.146557244727091,0.7171235410174388
2021-01-31,14889,CFG,CITIZENS FINANCIAL GROUP INC,40,0.01,0.01897,0.007578936214655866,15272.130479999998,1.8168891100143065,1.4811709957895223
2021-01-31,14939,KEYS,KEYSIGHT TECHNOLOGIES INC,45,0.01,0.071875,0.010817040535310452,24581.15646,1.011489050508437,0.7389908675982877
2021-01-31,14991,ATRA,ATARA BIOTHERAPEUTICS INC,35,-0.01,-0.059649,-0.008924062460050994,1636.5923599999999,2.581815864680703,1.0375001241145252
2021-01-31,15046,NVRO,NEVRO CORP,35,0.01,-0.065384,0.010497304046785288,5959.659900000001,0.9621638981323056,0.6997367815859955
2021-01-31,15221,RCKT,ROCKET PHARMACEUTICALS INC,35,-0.01,0.00433,-0.0053528707010325,3345.02064,2.047855806975289,0.9373479586559956
2021-01-31,15222,IOVA,IOVANCE BIOTHERAPEUTICS INC,35,-0.01,-0.055217999999999996,-0.0033856732877310066,6815.0,0.9303151944676363,0.800619147718011
2021-01-31,15272,SEDG,SOLAREDGE TECHNOLOGIES INC,45,-0.01,-0.09653,2.511229255345407e-05,16454.14632,0.9442545290326543,1.121743030880039
2021-01-31,15291,ETSY,ETSY INC,25,0.01,0.119003,0.008982040800591558,22387.48276,1.6565086458747695,0.9290314279420616
2021-01-31,15302,VIRT,VIRTU FINANCIAL INC,40,-0.01,0.103252,0.0025423235841215935,3071.0420400000003,-0.17974815416204187,0.13582186520834647
2021-01-31,15390,FIT,FITBIT INC,45,-0.01,0.08083599999999999,0.0025027587019600833,1665.1024,0.6571728452477374,0.18946510545009262
2021-01-31,15395,CABO,CABLE ONE INC,50,0.01,-0.10226700000000001,0.01414575564739096,13422.012999999999,0.4948631151739581,0.7422551271902333
2021-01-31,15398,CC,CHEMOURS CO,15,0.01,0.062479,0.008115401383455548,4077.85584,2.2882063758763382,1.4512525894809076
2021-01-31,15409,ALRM,ALARM COM HOLDINGS INC,45,0.01,-0.10183400000000001,0.011297629702571418,5119.1198,1.1535982175807304,0.6990360261187974
2021-01-31,15431,MCRB,SERES THERAPEUTICS INC,35,-0.01,-0.030658,-0.008247447437477785,2240.7455,1.6052244208030444,1.5810039530167217
2021-01-31,15638,GBT,GLOBAL BLOOD THERAPEUTICS INC,35,-0.01,0.157193,-0.004606048584445756,2680.80238,1.3004282889734458,0.7880678745798931
2021-01-31,15658,RGNX,REGENXBIO INC,35,-0.01,-0.088891,-0.003429923478540471,1699.9113599999998,1.3394976522401711,0.8169684774468094
2021-01-31,15720,EIX,EDISON INTERNATIONAL,55,-0.01,-0.074226,0.0024880032061389973,23778.249480000002,0.46874252043798176,0.6250076096054106
2021-01-31,15847,KURA,KURA ONCOLOGY INC,35,-0.01,-0.083022,-0.006043161358194853,2161.89604,2.1023211531634756,0.7712716655759319
2021-01-31,15859,AGR,AVANGRID INC,55,-0.01,0.017995999999999998,0.0035486713903682496,14066.36595,0.1712271189125025,0.46850270845164715
