target_month,permno,ticker,company_name,weight,ret_exc_lead1m,pred,raw_beta_60m
2021-01-31,10874,BC,BRUNSWICK CORP,0.01,0.134004,0.006906064725923219,1.8805612925918593
2021-01-31,11369,UBSI,UNITED BANKSHARES INC,0.01,-0.022886,0.008552230728048182,1.306016014379081
2021-01-31,11636,HRTX,HERON THERAPEUTICS INC,-0.01,-0.17982399999999998,-0.0027738922302348195,1.4824614138182621
2021-01-31,11786,SIVB,S V B FINANCIAL GROUP,0.01,0.128748,0.0076451161974030405,2.069724952533042
2021-01-31,12017,XSPA,XPRESSPA GROUP INC,-0.01,0.8655,-0.01259680231651634,2.3831630687745204
2021-01-31,12350,NETE,NET ELEMENT INC,-0.01,-0.097537,-0.0036821516046201576,2.2055306378282546
2021-01-31,12413,ZGNX,ZOGENIX INC,-0.01,-0.051572,-0.007768797806140328,1.525230345254834
2021-01-31,12527,IBIO,IBIO INC,-0.01,0.523764,-0.0027187844219558528,-0.9324639215769315
2021-01-31,12579,GEVO,GEVO INC,-0.01,1.390542,-0.017266495222777355,3.4601425102807455
2021-01-31,12583,PCRX,PACIRA BIOSCIENCES INC,0.01,0.10423199999999999,0.008719567866752263,1.2217708777217964
2021-01-31,13046,UI,UBIQUITI INC,0.01,0.105803,0.008548557227124257,1.4041781886050269
2021-01-31,13107,CLVS,CLOVIS ONCOLOGY INC,-0.01,0.645787,-0.005541060669159759,1.8806563544133896
2021-01-31,13244,MTDR,MATADOR RESOURCES CO,-0.01,0.266952,-0.01852263880178725,4.5564544663609015
2021-01-31,13326,MTSI,MACOM TECHNOLOGY SOLS HLDS INC,0.01,0.033021,0.006445499534178105,2.216339123309515
2021-01-31,13328,HEAR,TURTLE BEACH CORP,0.01,0.387425,0.007041638965271917,1.8473276898777897
2021-01-31,13407,FB,FACEBOOK INC,0.01,-0.054336999999999996,0.00887055139536305,1.0928055514495965
2021-01-31,13412,IDEX,IDEANOMICS INC,-0.01,0.944678,-0.0026068151785632373,0.15110495119568565
2021-01-31,13453,CEMI,CHEMBIO DIAGNOSTICS INC,-0.01,0.387322,-0.0025606961056102756,1.934461510700757
2021-01-31,13511,PANW,PALO ALTO NETWORKS INC,0.01,-0.013101999999999999,0.007971421760472868,1.4455245872851226
2021-01-31,13687,RH,R H,0.01,0.062164000000000004,0.007658240995848938,2.512910124033887
2021-01-31,13730,PBF,P B F ENERGY INC,-0.01,0.192912,-0.020147778038998462,2.793906748380809
2021-01-31,13766,BCC,BOISE CASCADE CO,0.01,-0.003602,0.008135331039020007,2.0344232421414548
2021-01-31,13802,APAM,ARTISAN PARTNERS ASSET MGMT INC,0.01,-0.038584,0.007798808495929621,1.8262464109018182
