target_month,permno,ticker,company_name,weight,ret_exc_lead1m,pred,raw_beta_60m
2021-01-31,10107,MSFT,MICROSOFT CORP,0.01,0.042846,0.002691497221254099,0.7514377161458664
2021-01-31,10258,CLDX,CELLDEX THERAPEUTICS INC,0.01,0.233972,0.002691497221254099,2.980526289098635
2021-01-31,10530,VIVO,MERIDIAN BIOSCIENCE INC,-0.01,0.182405,0.002691497221254099,0.6151579355993283
2021-01-31,10777,FCNCA,FIRST CITIZENS BANCSHARES INC NC,0.01,0.037776000000000004,0.002691497221254099,1.1616128977740225
2021-01-31,10860,OSUR,ORASURE TECHNOLOGIES INC,-0.01,0.43878300000000003,0.002691497221254099,0.017544387824483282
2021-01-31,10874,BC,BRUNSWICK CORP,-0.01,0.134004,0.002691497221254099,1.8805612925918593
2021-01-31,11896,MXIM,MAXIM INTEGRATED PRODUCTS INC,0.01,-0.01065,0.002691497221254099,1.1934328825236864
2021-01-31,12017,XSPA,XPRESSPA GROUP INC,-0.01,0.8655,0.002691497221254099,2.3831630687745204
2021-01-31,12089,RP,REALPAGE INC,0.01,-0.007726,0.002691497221254099,1.1731092920295045
2021-01-31,12476,TRGP,TARGA RESOURCES CORP,0.01,0.041273000000000004,0.002691497221254099,2.920360757999242
2021-01-31,12527,IBIO,IBIO INC,0.01,0.523764,0.002691497221254099,-0.9324639215769315
2021-01-31,12558,KMI,KINDER MORGAN INC,0.01,0.049149000000000005,0.002691497221254099,0.9298152442409405
2021-01-31,12583,PCRX,PACIRA BIOSCIENCES INC,0.01,0.10423199999999999,0.002691497221254099,1.2217708777217964
2021-01-31,12639,CSOD,CORNERSTONE ONDEMAND INC,0.01,-0.071345,0.002691497221254099,1.2901046658581021
2021-01-31,12641,AL,AIR LEASE CORP,-0.01,-0.10788,0.002691497221254099,2.1153166420899856
2021-01-31,12872,MPC,MARATHON PETROLEUM CORP,-0.01,0.043474000000000006,0.002691497221254099,2.127262034536111
2021-01-31,13141,WPX,W P X ENERGY INC,0.01,0.176814,0.002691497221254099,3.5098544006100183
2021-01-31,13188,POST,POST HOLDINGS INC,-0.01,-0.061029999999999994,0.002691497221254099,0.6814856782031806
2021-01-31,13316,VCRA,VOCERA COMMUNICATIONS INC,-0.01,0.058225000000000006,0.002691497221254099,0.10100127418750743
2021-01-31,13326,MTSI,MACOM TECHNOLOGY SOLS HLDS INC,-0.01,0.033021,0.002691497221254099,2.216339123309515
2021-01-31,13411,CRDF,CARDIFF ONCOLOGY INC,-0.01,-0.344126,0.002691497221254099,1.9093516365722083
2021-01-31,13766,BCC,BOISE CASCADE CO,-0.01,-0.003602,0.002691497221254099,2.0344232421414548
2021-01-31,13954,ESPR,ESPERION THERAPEUTICS INC NEW,0.01,0.21110800000000002,0.002691497221254099,1.3577527113323509
2021-01-31,13983,COTY,COTY INC,-0.01,-0.092639,0.002691497221254099,2.204559040210624
2021-01-31,14257,MGNX,MACROGENICS INC,-0.01,-0.105908,0.002691497221254099,2.3980114750167933
2021-01-31,14262,SRNE,SORRENTO THERAPEUTICS INC,-0.01,0.854899,0.002691497221254099,2.5113076664397576
2021-01-31,14263,VCYT,VERACYTE INC,0.01,0.15851600000000002,0.002691497221254099,0.7680461779538272
2021-01-31,14316,KPTI,KARYOPHARM THERAPEUTICS INC,0.01,-0.016196000000000002,0.002691497221254099,0.9049053656001611
2021-01-31,14479,IBP,INSTALLED BUILDING PRODUCTS INC,-0.01,0.029386,0.002691497221254099,1.7744512095144822
2021-01-31,14580,MGNI,MAGNITE INC,-0.01,0.127925,0.002691497221254099,2.405964499549058
2021-01-31,14696,MIK,MICHAELS COMPANIES INC,0.01,0.19134500000000002,0.002691497221254099,3.037578350121566
2021-01-31,14716,CCS,CENTURY COMMUNITIES INC,-0.01,0.07213299999999999,0.002691497221254099,1.8787578736972088
2021-01-31,14797,CDNA,CAREDX INC,0.01,0.054888,0.002691497221254099,0.8721430419632636
2021-01-31,14813,MARA,MARATHON PATENT GROUP INC,0.01,0.986544,0.002691497221254099,4.914921764241341
2021-01-31,14823,OCUL,OCULAR THERAPEUTIX INC,-0.01,-0.12323400000000001,0.002691497221254099,2.36349184382608
2021-01-31,14828,SAGE,SAGE THERAPEUTICS INC,-0.01,-0.06778400000000001,0.002691497221254099,2.146557244727091
2021-01-31,14882,CZR,CAESARS ENTERTAINMENT INC DE,0.01,-0.052287999999999994,0.002691497221254099,3.0424346067170727
2021-01-31,14970,HUBS,HUBSPOT INC,-0.01,-0.061189999999999994,0.002691497221254099,1.72417526170794
2021-01-31,14991,ATRA,ATARA BIOTHERAPEUTICS INC,-0.01,-0.059649,0.002691497221254099,2.581815864680703
2021-01-31,15056,ADMA,ADMA BIOLOGICS INC,-0.01,0.138416,0.002691497221254099,1.6820801819183313
2021-01-31,15067,FRPT,FRESHPET INC,0.01,-0.018921,0.002691497221254099,0.8291741867212535
2021-01-31,15069,MRO,MARATHON OIL CORP,0.01,0.085411,0.002691497221254099,3.2407712372102933
2021-01-31,15087,UPLD,UPLAND SOFTWARE INC,0.01,0.039178000000000004,0.002691497221254099,0.9777911706751203
2021-01-31,15132,OCGN,OCUGEN INC,0.01,-0.032832999999999994,0.002691497221254099,3.499673461562194
2021-01-31,15202,VMC,VULCAN MATERIALS CO,-0.01,0.00555,0.002691497221254099,0.5695250068868652
2021-01-31,15221,RCKT,ROCKET PHARMACEUTICALS INC,-0.01,0.00433,0.002691497221254099,2.047855806975289
2021-01-31,15272,SEDG,SOLAREDGE TECHNOLOGIES INC,0.01,-0.09653,0.002691497221254099,0.9442545290326543
2021-01-31,15533,NK,NANTKWEST INC,-0.01,0.415933,0.002691497221254099,2.5403718181027766
2021-01-31,15649,MSGS,MADISON SQUARE GARD SPORTS CORP,0.01,-0.120687,0.002691497221254099,0.9146922791614568
2021-01-31,15826,SQ,SQUARE INC,-0.01,-0.007765,0.002691497221254099,2.61592165484719
2021-01-31,15831,AXSM,AXSOME THERAPEUTICS INC,-0.0026252299831619895,-0.16427799999999998,0.002691497221254099,2.393556772372481
2021-01-31,15914,WKHS,WORKHORSE GROUP INC,0.01,0.73504,0.002691497221254099,3.21090110719188
2021-01-31,15921,WBT,WELBILT INC,-0.01,-0.022016,0.002691497221254099,2.2885055357908377
2021-01-31,16044,NGVT,INGEVITY CORP,-0.01,-0.132622,0.002691497221254099,2.120631274873709
2021-01-31,16173,WTRH,WAITR HOLDINGS INC,0.01,0.273335,0.002691497221254099,-1.69633118850868
2021-01-31,16268,HOME,AT HOME GROUP INC,-0.01,0.57628,0.002691497221254099,2.6258504980514905
2021-01-31,16303,NOVN,NOVAN INC,-0.01,0.402168,0.002691497221254099,-8.569131982819585e-05
2021-01-31,16381,BL,BLACKLINE INC,0.01,-0.028236,0.002691497221254099,0.9917694332756737
2021-01-31,16497,CNDT,CONDUENT INC,-0.01,0.004121,0.002691497221254099,1.8846524820928796
2021-01-31,16597,AYX,ALTERYX INC,0.01,0.034932000000000005,0.002691497221254099,0.8124415107209011
2021-01-31,16655,CVNA,CARVANA CO,-0.01,0.090336,0.002691497221254099,2.4126297045568603
2021-01-31,16657,CLDR,CLOUDERA INC,0.01,0.09772499999999999,0.002691497221254099,1.2033089798107468
2021-01-31,16670,OTRK,ONTRAK INC,-0.01,0.283171,0.002691497221254099,2.364985102873263
2021-01-31,16820,CODX,CO DIAGNOSTICS INC,0.01,0.380599,0.002691497221254099,-0.8324543378909645
2021-01-31,16927,FUV,ARCIMOTO INC,0.01,0.634119,0.002691497221254099,2.9437874577550387
2021-01-31,16966,SWCH,SWITCH INC,-0.01,0.051878,0.002691497221254099,0.652056613535259
2021-01-31,16999,RMBL,RUMBLEON INC,0.01,0.218166,0.002691497221254099,2.909167874463022
2021-01-31,17035,AQUA,EVOQUA WATER TECHNOLOGIES CORP,-0.01,0.009961000000000001,0.002691497221254099,1.8474811513764222
2021-01-31,17036,CNNE,CANNAE HOLDINGS INC,-0.01,-0.141903,0.002691497221254099,0.6340096958081805
2021-01-31,17045,ACMR,A C M RESEARCH INC,0.01,0.10764599999999999,0.002691497221254099,0.8998128047136978
2021-01-31,17107,BOXL,BOXLIGHT CORP,0.01,0.339823,0.002691497221254099,3.7266823836974696
2021-01-31,17234,AVYA,AVAYA HOLDINGS CORP,-0.01,0.161312,0.002691497221254099,1.6253146121753832
2021-01-31,17726,CCK,CROWN HOLDINGS INC,0.01,-0.100345,0.002691497221254099,1.0700327670918506
2021-01-31,17750,KMB,KIMBERLY CLARK CORP,-0.01,-0.020294,0.002691497221254099,0.4394104416540332
2021-01-31,19393,BMY,BRISTOL MYERS SQUIBB CO,-0.01,-0.009718999999999998,0.002691497221254099,0.6279844253059355
2021-01-31,21207,NEM,NEWMONT CORP,-0.007374770016837196,-0.004888,0.002691497221254099,0.11071724256580054
2021-01-31,23026,FE,FIRSTENERGY CORP,-0.01,0.004854,0.002691497221254099,0.15572316973124506
2021-01-31,23229,CMS,C M S ENERGY CORP,-0.01,-0.06774000000000001,0.002691497221254099,0.07110127359878632
2021-01-31,23931,XEL,X C E L ENERGY INC,-0.01,-0.040243999999999995,0.002691497221254099,0.16745000719878195
2021-01-31,24109,AEP,AMERICAN ELECTRIC POWER CO INC,-0.01,-0.028388,0.002691497221254099,0.16846859431220415
2021-01-31,25232,OKE,ONEOK INC NEW,-0.01,0.062096000000000005,0.002691497221254099,1.9130084157355418
2021-01-31,25419,WHR,WHIRLPOOL CORP,-0.01,0.02544,0.002691497221254099,1.749958880622722
2021-01-31,25590,NFG,NATIONAL FUEL GAS CO N J,-0.01,-0.021198,0.002691497221254099,0.6067885351646811
2021-01-31,26710,L,LOEWS CORP,0.01,0.005951,0.002691497221254099,0.8511346695321899
2021-01-31,27043,VAR,VARIAN MEDICAL SYSTEMS INC,0.01,0.003154,0.002691497221254099,0.9819644536070469
2021-01-31,27422,CLF,CLEVELAND CLIFFS INC NEW,-0.01,0.053525,0.002691497221254099,2.2400746598780072
2021-01-31,27983,XRX,XEROX HOLDINGS CORP,-0.01,-0.09319000000000001,0.002691497221254099,1.716423209522677
2021-01-31,28222,APD,AIR PRODUCTS & CHEMICALS INC,0.01,-0.02369,0.002691497221254099,0.705763623006036
2021-01-31,28345,MUR,MURPHY OIL CORP,0.01,0.022268,0.002691497221254099,3.197638251238824
2021-01-31,32651,HL,HECLA MINING CO,-0.01,-0.12196,0.002691497221254099,2.040622813292782
2021-01-31,32803,HFC,HOLLYFRONTIER CORP,-0.01,0.100921,0.002691497221254099,1.7496016455906458
2021-01-31,39642,BDX,BECTON DICKINSON & CO,0.01,0.046193000000000005,0.002691497221254099,0.7200595225176923
2021-01-31,40539,TJX,T J X COMPANIES INC NEW,0.01,-0.062280999999999996,0.002691497221254099,0.8964407827733348
2021-01-31,42550,NEU,NEWMARKET CORP,-0.01,-0.015361999999999999,0.002691497221254099,0.38078758766583587
2021-01-31,43553,VFC,V F CORP,0.01,-0.100034,0.002691497221254099,1.2184988322606307
2021-01-31,44644,ADP,AUTOMATIC DATA PROCESSING INC,-0.01,-0.062929,0.002691497221254099,0.66786924795154
2021-01-31,46886,KLAC,K L A CORP,0.01,0.08168099999999999,0.002691497221254099,1.1828886694634693
2021-01-31,49015,LNC,LINCOLN NATIONAL CORP,-0.01,-0.088465,0.002691497221254099,2.1826801059517456
2021-01-31,49373,HRB,BLOCK H & R INC,-0.01,0.086335,0.002691497221254099,0.6659426802399012
2021-01-31,51086,WGO,WINNEBAGO INDUSTRIES INC,-0.01,0.154233,0.002691497221254099,2.0335151908814986
2021-01-31,51625,SCI,SERVICE CORP INTERNATIONAL,-0.01,0.027042,0.002691497221254099,0.6401906763072707
2021-01-31,52337,THC,TENET HEALTHCARE CORP,-0.01,0.18377600000000002,0.002691497221254099,2.498098468165536
2021-01-31,53110,BMI,BADGER METER INC,0.01,-0.02503,0.002691497221254099,0.7619818158062087
2021-01-31,57809,NDSN,NORDSON CORP,0.01,-0.10932700000000001,0.002691497221254099,0.8996350908399157
2021-01-31,57913,VXRT,VAXART INC,-0.01,1.098028,0.002691497221254099,0.6965209754340974
2021-01-31,60506,PCAR,PACCAR INC,0.01,0.057209,0.002691497221254099,0.9486882532442998
2021-01-31,61188,SWX,SOUTHWEST GAS HOLDINGS INC,-0.01,-0.013049999999999999,0.002691497221254099,0.07402180869391393
2021-01-31,61241,AMD,ADVANCED MICRO DEVICES INC,-0.01,-0.066233,0.002691497221254099,2.432479455032762
2021-01-31,62148,CSX,C S X CORP,0.01,-0.055087,0.002691497221254099,1.1343292339278122
2021-01-31,62341,PDCE,P D C ENERGY INC,0.01,0.057431,0.002691497221254099,3.1362021370987523
2021-01-31,65402,AOS,SMITH A O CORP,0.01,-0.005006,0.002691497221254099,1.0142943794111237
2021-01-31,66181,HD,HOME DEPOT INC,0.01,0.019531,0.002691497221254099,0.9538204063742511
2021-01-31,67847,RGLD,ROYAL GOLD INC,-0.01,0.007598,0.002691497221254099,0.6257150657197782
2021-01-31,75100,TIF,TIFFANY & CO NEW,0.01,0.00033400000000000004,0.002691497221254099,0.7037631147748615
2021-01-31,75182,PII,POLARIS INC,-0.01,0.22445,0.002691497221254099,1.9642946111820145
2021-01-31,75285,MAN,MANPOWERGROUP,-0.01,-0.019341,0.002691497221254099,1.958105275753202
2021-01-31,75603,CRUS,CIRRUS LOGIC INC,0.01,0.139735,0.002691497221254099,0.7996694176573907
2021-01-31,75905,GIII,G III APPAREL GROUP INC,-0.01,0.13896,0.002691497221254099,2.6403807934924854
2021-01-31,76081,THO,THOR INDUSTRIES INC,-0.01,0.301277,0.002691497221254099,2.3392252561468534
2021-01-31,76082,COG,CABOT OIL & GAS CORP,-0.01,0.132021,0.002691497221254099,0.13923330330501263
2021-01-31,76201,XLNX,XILINX INC,0.01,-0.079047,0.002691497221254099,0.9188432916803067
2021-01-31,76461,VERU,VERU INC,0.01,0.019607,0.002691497221254099,0.8542625301022617
2021-01-31,76582,DORM,DORMAN PRODUCTS INC,0.01,0.046142,0.002691497221254099,0.766198100327366
2021-01-31,76644,X,UNITED STATES STEEL CORP NEW,-0.01,0.058988000000000006,0.002691497221254099,2.451788981467636
2021-01-31,76709,IDXX,I D E X X LABORATORIES INC,0.01,-0.042436999999999996,0.002691497221254099,0.832695462646717
2021-01-31,77605,BSX,BOSTON SCIENTIFIC CORP,0.01,-0.014232,0.002691497221254099,0.7980998755708955
2021-01-31,77699,FCEL,FUELCELL ENERGY INC,0.01,0.858504,0.002691497221254099,4.435286057858062
2021-01-31,78981,LSTR,LANDSTAR SYSTEM INC,0.01,0.049517000000000005,0.002691497221254099,0.9360373036173005
2021-01-31,79089,FOSL,FOSSIL GROUP INC,-0.01,0.672388,0.002691497221254099,1.973258279215389
2021-01-31,79103,ORLY,O REILLY AUTOMOTIVE INC NEW,0.01,-0.059926,0.002691497221254099,0.9048037728001131
2021-01-31,79857,PTEN,PATTERSON U T I ENERGY INC,0.01,0.169156,0.002691497221254099,3.1267924734704056
2021-01-31,79906,INCY,INCYTE CORP,0.01,0.0318,0.002691497221254099,0.9398151001334117
2021-01-31,79909,MHO,M I HOMES INC,-0.01,0.11465299999999999,0.002691497221254099,2.0079618459417024
2021-01-31,80072,VLY,VALLEY NATIONAL BANCORP,0.01,0.047134,0.002691497221254099,1.2587837196826563
2021-01-31,80286,TSCO,TRACTOR SUPPLY CO NEW,0.01,0.008206000000000001,0.002691497221254099,0.9240335904958636
2021-01-31,80864,RS,RELIANCE STEEL & ALUMINUM CO,0.01,-0.030693,0.002691497221254099,0.9729508336172318
2021-01-31,81073,UHAL,AMERCO,0.01,0.018633999999999998,0.002691497221254099,0.8265493552140387
2021-01-31,81501,NATI,NATIONAL INSTRUMENTS CORP,0.01,-0.057852,0.002691497221254099,1.0370463864406168
2021-01-31,82634,SAM,BOSTON BEER INC,0.01,-0.077891,0.002691497221254099,0.7275633941938232
2021-01-31,82779,NVAX,NOVAVAX INC,-0.01,0.981301,0.002691497221254099,2.0050407155940713
2021-01-31,83462,TUP,TUPPERWARE BRANDS CORP,0.01,-0.07136400000000001,0.002691497221254099,2.861392963393491
2021-01-31,84519,CIEN,CIENA CORP,0.01,0.010172,0.002691497221254099,0.8396068724545928
2021-01-31,84563,SLGN,SILGAN HOLDINGS INC,-0.01,-0.017576,0.002691497221254099,0.660694375463358
2021-01-31,84588,MTN,VAIL RESORTS INC,0.01,-0.046647999999999995,0.002691497221254099,1.1881303639614442
2021-01-31,85040,SLP,SIMULATIONS PLUS INC,-0.01,0.101228,0.002691497221254099,-0.019653295701245563
2021-01-31,85177,EGHT,8X8 INC NEW,0.01,0.022581999999999998,0.002691497221254099,0.9744451538518056
2021-01-31,85459,CHRW,CH ROBINSON WORLDWIDE INC,-0.01,-0.088573,0.002691497221254099,0.6100938145965955
2021-01-31,85621,MTD,METTLER TOLEDO INTERNATIONAL INC,0.01,0.024891,0.002691497221254099,0.962742883343791
2021-01-31,86165,PEIX,PACIFIC ETHANOL INC,0.01,0.24857300000000002,0.002691497221254099,3.1734771306415643
2021-01-31,86896,CBU,COMMUNITY BANK SYSTEM INC,0.01,0.040718000000000004,0.002691497221254099,0.7024840573407395
2021-01-31,86964,FFIV,F 5 NETWORKS INC,0.01,0.113686,0.002691497221254099,1.087697877102647
2021-01-31,87337,PLUG,PLUG POWER INC,-0.01,0.862826,0.002691497221254099,1.8239313355122577
2021-01-31,87430,KTOS,KRATOS DEFENSE & SECUR SOLS INC,0.01,-0.032492,0.002691497221254099,1.0830323231851264
2021-01-31,87789,LMNX,LUMINEX CORP,-0.01,0.214919,0.002691497221254099,0.575768413875503
2021-01-31,87832,APT,ALPHA PRO TECH LTD,0.01,0.280671,0.002691497221254099,-1.0513507913741356
2021-01-31,88173,LXRX,LEXICON PHARMACEUTICALS INC,-0.01,1.312819,0.002691497221254099,2.002658657957234
2021-01-31,88174,LPSN,LIVEPERSON INC,0.01,0.018112,0.002691497221254099,1.2721317845981766
2021-01-31,88511,CRIS,CURIS INC,0.01,0.27590000000000003,0.002691497221254099,3.3904991634348223
2021-01-31,88853,FLR,FLUOR CORP NEW,-0.01,0.082609,0.002691497221254099,2.724136538253054
2021-01-31,89002,ADS,ALLIANCE DATA SYSTEMS CORP,-0.01,-0.087091,0.002691497221254099,2.481386779800529
